PID,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,ProviderName,lat,lng,county_name
1744,5,4,3,4,2,2,3,2,3,3,2,1,Westward Trails Rehabilitation and Health Care Center,31.62169,-94.74495,Nacogdoches
1746,6,5,3,5,3,7,4,6,4,6,3,1,Wharton Nursing and Rehabilitation Center,29.30682,-96.09125,Wharton
1747,0,0,0,2,1,1,0,0,0,0,0,0,"Wheeler Nursing and Rehabilitation, LP",35.43810999999999,-100.19616,Wheeler
1748,1,2,4,1,1,0,0,0,0,0,0,3,Whispering Oaks Rehab and Nursing Center,29.096740000000004,-97.28269,DeWitt
1749,2,6,4,7,3,6,3,5,5,4,1,1,Whispering Pines Lodge,32.50854,-94.72407,Gregg
1750,1,1,1,2,2,0,2,0,0,0,0,0,Whispering Pines Nursing And Rehabilitation,32.90938,-95.26235,Hopkins
1753,0,0,2,0,1,0,1,0,0,1,2,0,White Settlement Nursing Center,32.77595,-97.52195,Tarrant
1754,1,3,2,1,1,1,1,0,0,0,0,0,Whitehall Nursing Center,31.2935,-95.49194,Houston
1755,3,1,0,3,5,0,1,2,0,0,1,0,Whitesboro Nursing and Rehabilitation Center,33.74558,-96.93354,Grayson
1757,0,0,0,1,2,0,1,2,2,1,1,1,Will O Bell Nursing Home,30.801640000000006,-97.42497,Williamson
1758,1,0,0,1,1,0,0,0,0,0,0,0,William R Courtney State Veterans Home,31.138070000000006,-97.37258,Bell
1759,5,7,4,6,5,2,4,7,3,1,1,4,Williamsburg Village Healthcare Campus,32.59884,-96.86375,Dallas
1760,0,1,0,0,0,0,2,3,4,3,2,3,"Willis Nursing And Rehabilitation, Lp",30.4574,-95.36868,Montgomery
1761,4,9,14,12,15,7,13,9,0,3,2,4,Willow Bend Nursing and Rehabilitation Center,32.81577,-96.63039,Dallas
1762,1,7,2,3,5,4,2,4,2,7,10,5,WILLOW PARK REHABILITATION AND CARE CENTER,32.67075,-97.78314,Parker
1763,7,2,2,5,4,3,3,3,3,0,2,2,Willow Rehab And Nursing,32.383990000000004,-94.87015,Gregg
1764,1,0,1,2,2,2,1,0,0,1,1,3,Willow Springs Health and Rehabilitation Center,32.43398,-99.78205,Taylor
1765,15,14,15,25,18,18,16,19,11,15,6,11,Willowbrook Nursing Center,31.72385,-94.62609,Nacogdoches
1766,2,1,0,3,4,4,7,6,7,2,4,8,Willowbrook Residence and Rehabilitation Center,29.97776,-95.57315,Harris
1767,0,1,4,4,3,9,8,5,4,2,5,1,Winchester Lodge Health and Rehabilitation,29.38147,-95.24205,Brazoria
1768,4,0,0,0,1,3,1,0,1,2,0,2,Windcrest Health and Rehabilitation,32.36095,-99.82696,Taylor
1769,6,8,5,7,8,8,5,5,6,5,10,6,Windcrest Nursing And Rehabilitation Center,30.28151,-98.87712,Gillespie
1770,4,6,11,2,4,2,5,2,5,3,4,4,WINDEMERE AT WESTOVER HILLS,29.46217,-98.67597,Bexar
1771,5,1,4,0,4,0,4,2,5,2,5,2,Windemere at Westover Hills,29.46217,-98.67597,Bexar
1772,1,1,2,1,2,2,2,1,2,1,2,2,Windmill Nursing And Rehab Center,33.64459,-101.76828,Lubbock
1774,4,8,3,6,3,5,4,2,1,3,1,3,Windsong Care Center,29.56048,-95.27752,Brazoria
1775,6,2,4,7,2,9,7,9,5,5,3,2,Windsor Arbor View,26.27915,-98.18321,Hidalgo
1776,7,10,9,9,11,11,11,12,19,17,17,17,Windsor Atrium,26.25668,-97.66671,Cameron
1777,3,0,2,3,3,3,1,3,5,4,3,1,Windsor Calallen,27.83848,-97.59654,Nueces
1778,6,12,15,15,11,12,12,10,0,2,0,0,Windsor Gardens,32.57462,-96.75069,Dallas
1779,0,1,1,2,0,0,0,1,0,0,0,0,"Windsor Healthcare Residence, Ltd",31.50133,-96.51758,Limestone
1780,4,4,4,7,6,5,6,5,3,3,3,1,Windsor Houston,29.85378,-95.44065,Harris
1781,1,1,2,2,0,0,0,0,0,0,0,0,Windsor Mission Oaks Nursing And Rehabilitation Center,29.32652,-98.46938,Bexar
1783,1,0,0,0,0,0,0,0,0,2,1,1,Windsor Nursing and Rehabilitation Center of Duval,30.4295,-97.71741,Travis
1784,0,0,0,1,0,0,0,1,1,2,1,0,Windsor Nursing And Rehabilitation Center Of Seguin,29.5334,-97.93886,Guadalupe
1785,1,1,1,0,0,1,2,2,1,0,1,0,Windsor Place Nursing Center,33.02093,-94.73185,Morris
1786,2,1,1,2,4,6,4,5,1,2,2,3,Windsor Quail Valley Post Acute Healthcare Center,29.52569,-95.533,Fort Bend
1787,3,1,4,1,1,6,5,5,4,0,1,2,Windsor Rehabilitation And Health Care Center,32.76168,-96.30018,Kaufman
1788,0,3,2,3,2,1,2,2,0,0,0,0,Winfield Healthcare,31.2935,-95.49194,Houston
1789,1,0,0,1,0,1,0,1,1,0,0,0,Winkler County Memorial Hospital,31.82641,-103.052,Winkler
1790,0,0,0,1,0,0,0,0,0,0,0,0,Winnie L Nursing and Rehabilitation,30.87611,-96.90748,Milam
1791,0,0,0,0,0,0,0,0,0,1,1,1,Winterhaven Healthcare Residence,29.85378,-95.44065,Harris
1792,0,0,0,0,0,0,0,0,0,0,1,0,Winters Healthcare Residence,31.977690000000006,-99.95308,Runnels
1793,1,3,4,4,2,0,1,1,2,0,1,0,Winters Park Nursing and Rehabilitation Center,32.92766,-96.62008,Dallas
1794,1,0,0,2,2,3,3,4,2,1,1,1,Wisteria Place Nursing and Rehabilitation,32.43398,-99.78205,Taylor
1795,2,2,4,5,5,2,5,2,4,2,4,4,WJ Mangold Memorial Hospital,34.1848,-101.38675,Floyd
1796,0,1,0,1,0,1,0,1,0,1,0,1,Wood Memorial Nursing Center,32.67876,-95.4459,Wood
1797,1,0,0,2,5,4,2,1,3,7,2,5,Woodlake Nursing Home,29.04936,-95.39242,Brazoria
1800,0,0,0,0,0,1,0,0,0,0,0,0,"Woodland Manor Nursing and Rehabilitation, LP",30.32957,-95.5141,Montgomery
1801,6,6,3,7,9,8,6,3,2,10,10,10,Woodland Park Nursing And Rehabilitation,30.49362,-94.99091,San Jacinto
1802,1,1,3,2,4,4,0,0,2,0,2,2,Woodland Springs Nursing Center,31.576790000000006,-97.12697,McLennan
1803,10,16,9,18,15,14,16,17,10,6,7,7,WOODLANDS PLACE REHABILITATION SUITES,33.77167,-96.60413,Grayson
1804,0,0,0,1,2,1,2,3,2,1,2,1,Woodridge Health and Rehabilitation,32.92498,-97.07177,Tarrant
1805,1,1,2,0,0,0,2,1,0,2,0,0,Woodridge Nursing and Rehabilitation Center,29.79764,-95.49174,Harris
1806,0,4,1,2,0,3,2,3,2,2,1,2,Woodridge Nursing and Rehabilitation Center,28.40248,-97.71085,Bee
1807,9,2,5,5,7,4,7,1,4,1,4,0,Woodville Health and Rehabilitation Center,30.7763,-94.4015,Tyler
1808,4,2,4,1,2,7,2,5,5,3,6,4,Wooldridge Place Nursing Center,27.6603,-97.36893,Nueces
1810,0,0,0,0,0,2,0,0,0,0,0,0,Yoakum Community Hospital Swing Bed,29.2118,-97.08342,Lavaca
1811,0,1,1,0,0,1,1,0,0,1,1,0,Yoakum County Hospital,32.94697,-102.8723,Yoakum
1812,0,3,0,1,0,0,1,0,0,0,0,0,Yoakum Nursing and Rehabilitation Center,29.2118,-97.08342,Lavaca
1813,0,1,0,0,0,1,0,0,0,0,1,2,Yorktown Nursing and Rehabilitation Center,28.98216,-97.52254,DeWitt
